realDonaldTrump_tweet,realDonaldTrump_date,JustinTrudeau_tweet,JustinTrudeau_date
Clinton Foundation donations drop 42% - which shows that they illegally played the power game. They monetized their political influence through the Foundation. “During her tenure the State Department was put in the service of the Clinton Foundation.” Andrew McCarthy,2018-11-25,Je souhaite à Israël un joyeux 70e Jour de l’Indépendance!,2018-04-18
"Europe has to pay their fair share for Military Protection. The European Union, for many years, has taken advantage of us on Trade, and then they don’t live up to their Military commitment through NATO. Things must change fast!",2018-11-25,Roundtable with leaders from small island and coastal states in London today to work on fighting climate change and protecting our oceans – we’ll be building on these ideas at #G7Charlevoix later this year.,2018-04-18
"General Anthony Tata: “President Trump is a man of his word & he said he was going to be tough on the Border, and he is tough on the Border. He has rightfully strengthened the Border in the face of an unprecedented threat. It’s the right move by President Trump.” Thanks General!",2018-11-25,Table ronde avec des dirigeants de petits États insulaires et côtiers à Londres aujourd’hui sur la lutte contre les changements climatiques et la protection de nos océans – nous développerons ces idées au cours du #G7Charlevoix plus tard cette année.,2018-04-18
"Mississippi, Vote for @cindyhydesmith on Tuesday. Respected by all. We need her in Washington!. Thanks!",2018-11-25,"A fantastic way to celebrate the 100th anniversary of women’s right to vote in Britain – thanks for having me, Sadiq.",2018-04-18
"So great that oil prices are falling (thank you President T). Add that, which is like a big Tax Cut, to our other good Economic news. Inflation down (are you listening Fed)!",2018-11-25,"Quelle formidable façon de célébrer le 100e anniversaire du droit de vote des femmes en Grande-Bretagne – merci de m’avoir accueilli, Sadiq.",2018-04-18
"Would be very SMART if Mexico would stop the Caravans long before they get to our Southern Border, or if originating countries would not let them form (it is a way they get certain people out of their country and dump in U.S. No longer). Dems created this problem. No crossings!",2018-11-25,We’re in London for #CHOGM18 and a meeting with PM @theresa_may – but first I joined PM @jacindaardern and Mayor @SadiqKhan for a town hall with youth focused on gender equality – we had a great conversation and you can watch it here: http://bit.ly/2HIHCHo,2018-04-18
The large and violent French protests don’t take into account how badly the United States has been treated on Trade by the European Union or on fair and reasonable payments for our GREAT military protection. Both of these topics must be remedied soon.,2018-11-25,"On est à Londres pour la #CHOGM18 et une rencontre avec la PM @theresa_may – mais d’abord, avec la PM @jacindaardern et le maire @SadiqKhan, j’ai eu une discussion avec des jeunes axée sur l’égalité des sexes. Pour voir cette excellente conversation: http://bit.ly/2HIHCHo",2018-04-18
"I will be in Gulfport and Tupelo, Mississippi, on Monday night doing two Rallies for Senator Hyde-Smith, who has a very important Election on Tuesday. She is an outstanding person who is strong on the Border, Crime, Military, our great Vets, Healthcare & the 2nd A. Needed in D.C.",2018-11-25,"Always a friend to Canada, Barbara Bush leaves a legacy of dignity, grace, service and devotion to family. Sophie and I send our deepest condolences to Presidents George H.W. and George W. Bush, their family, and to all Americans.",2018-04-18
Victor Davis Hanson was a very good and interesting guest of Mark Levin on @FoxNews. He wrote a highly touted book called “The Second World Wars” and a new book will soon be coming out called “The Case For Trump.” Recommend both. @marklevinshow,2018-11-25,"Toujours une amie du Canada, Barbara Bush laisse un héritage de dignité, de grâce, de service et de dévouement pour sa famille. Sophie et moi offrons nos plus sincères condoléances aux présidents George H.W. et George W. Bush, à leur famille et à tous les Américains.",2018-04-18
"....All will stay in Mexico. If for any reason it becomes necessary, we will CLOSE our Southern Border. There is no way that the United States will, after decades of abuse, put up with this costly and dangerous situation anymore!",2018-11-24,My thanks to Senate Speaker @gerard_larcher for his warm welcome and the good discussion today. ,2018-04-17
Migrants at the Southern Border will not be allowed into the United States until their claims are individually approved in court. We only will allow those who come into our Country legally. Other than that our very strong policy is Catch and Detain. No “Releasing” into the U.S...,2018-11-24,Merci au président du Sénat @gerard_larcher pour son accueil chaleureux et la bonne discussion. ,2018-04-17
"I am extremely happy and proud of the job being done by @USTreasury Secretary @StevenMnuchin1. The FAKE NEWS likes to write stories to the contrary, quoting phony sources or jealous people, but they aren’t true. They never like to ask me for a quote b/c it would kill their story.",2018-11-23,"Canada & France are strong partners and will be for years to come. Thanks to Prime Minister Édouard Philippe for the great meeting today, focused on trade and the benefits we’re beginning to see from CETA.",2018-04-17
"Really good Criminal Justice Reform has a true shot at major bipartisan support. @senatemajldr Mitch McConnell and @SenSchumer have a real chance to do something so badly needed in our country. Already passed, with big vote, in House. Would be a major victory for ALL!",2018-11-23,"Le Canada et la France sont de grands partenaires et ils le seront pendant de nombreuses années encore. Merci au premier ministre Édouard Philippe pour l’excellente rencontre d’aujourd’hui, qui portait sur le commerce et les avantages de l’AÉCG que nous commençons à percevoir.",2018-04-17
"Republicans and Democrats MUST come together, finally, with a major Border Security package, which will include funding for the Wall. After 40 years of talk, it is finally time for action. Fix the Border, for once and for all, NOW!",2018-11-23,En direct - discours devant l'Assemblée nationale à Paris. Happening now - address to the National Assembly in Paris.,2018-04-17
"Our highly trained security professionals are not allowed to do their job on the Border because of the Judicial Activism and Interference by the 9th Circuit. Nevertheless, they are working hard to make America a safer place, though hard to do when anybody filing a lawsuit wins!",2018-11-22,"New Zealand’s PM @jacindaardern is in Paris today too – glad we could meet to talk trade and our upcoming town hall with Mayor @SadiqKhan in London this week. Great to see you, Jacinda.",2018-04-16
"This is the coldest weather in the history of the Thanksgiving Day Parade in NYC, and one of the coldest Thanksgivings on record!",2018-11-22,"La première ministre de la Nouvelle-Zélande @jacindaardern est aussi à Paris aujourd’hui. Ce fut un plaisir de vous voir, Jacinda, pour parler de commerce et de notre prochaine assemblée générale avec le maire @SadiqKhan à Londres cette semaine.",2018-04-16
,2018-11-22,"Thousands of Canadians died on French soil during WWI and WWII – today, we honoured their sacrifice at the Tomb of the Unknown Soldier in Paris.",2018-04-16
